Категория,Вуз,Адрес,e-mail,Телефон,Сайт
Архитектурные,Южный федеральный университет,"г. Ростов-на-Дону (Ростовская обл.), ул. Б. Садовая, д. 105",rectorat@mis.rsu.ru,"(863) 263-31-58, 263-84-98",http://www.sfedu.ru
Архитектурные,Донской государственный технический университет,"г. Ростов-на-Дону (Ростовская обл.), пл. Гагарина, д. 1",reception@donstu.ru,"(863) 273-85-66, 238-17-00, 273-85-11",http://www.donstu.ru
Архитектурные,Уфимский государственный нефтяной технический университет,"г. Уфа (Башкортостан респ., Уфимский р-н), ул. Первомайская, д. 44",pkugntu@mail.ru,"(347) 242-08-59, 243-14-19",http://rusoil.net/
Архитектурные,Башкирский государственный аграрный университет,"г. Уфа (Башкортостан респ., Уфимский р-н), ул. 50-летия Октября, д. 34",prkombgau@mail.ru,"(347) 248-27-56, 228-07-19",http://www.bsau.ru/
Архитектурные,Сибирский федеральный университет,"г. Красноярск (Красноярский край), Свободный пр-т, д. 79",rector@sfu-kras.ru,"(391) 244-82-13, 249-72-66",http://www.sfu-kras.ru
Архитектурные,Красноярский государственный аграрный университет,"г. Красноярск (Красноярский край), ул Елены Стасовой, д. 44",info@kgau.ru,"(391) 227-36-09, 247-21-35",http://www.kgau.ru
Архитектурные,Кубанский государственный университет,"г. Краснодар (Краснодарский край), Ставропольская ул., д. 149",abitur@kubsu.ru,"(861) 219-95-01, 219-95-30",http://www.kubsu.ru
Архитектурные,Сочинский государственный университет,"г. Сочи, ул. Пластунская, 94",university@sutr.ru; pk@sutr.ru (ПК),"(862) 264-85-03; (862) 264-91-21, 264-84-50 (ПК)",http://www.sutr.ru/
Архитектурные,Ижевский государственный технический университет им. М.Т. Калашникова,"г. Ижевск, ул. Студенческая, д. 7",info@istu.ru; pk@istu.ru (ПК),"(3412) 58-53-58, (3412) 77-60-55; (3412) 58-38-89 (ПК)",http://www.istu.ru/
Архитектурные,Воронежский государственный технический университет,"г. Воронеж (Воронежская обл.), Московский пр-т, д. 14",pk@vorstu.ru,(473) 246-40-67,https://cchgeu.ru
Архитектурные,Воронежский государственный лесотехнический университет имени Г. Ф. Морозова,"г. Воронеж, ул. Тимирязева, д. 8",vglta@vglta.vrn.ru; prcom@vglta.vrn.ru (ПК),(473) 253-78-47; (473) 253-71-08 (ПК),http://www.vglta.vrn.ru/
Архитектурные,Волгоградский государственный технический университет,"г. Волгоград (Волгоградская обл.), пр-т им. Ленина, д. 28",prk@vstu.ru,"(8442) 23-22-92, 23-00-76",http://www.vstu.ru/
Архитектурные,Волгоградский государственный аграрный университет,"г. Волгоград, пр. Университетский, д. 26",volgau@volgau.com; pricom@volgau.com (ПК),(8442) 41-17-84; (8442) 41-17-78 (ПК),http://www.volgau.com/
Архитектурные,Саратовский государственный технический университет им. Гагарина Ю.А.,"Саратов, ул. Политехническая, 77; г. Саратов, ул. Б. Садовая, 127 (ПК)",sstu_office@sstu.ru,(8452) 99-86-03; (8452) 99-86-65 (ПК),http://www.sstu.ru/
